task,family,position,detail,verdict
t1-0,proof_byte,12817,xor01_fromeb,VERIFY_REJECTED
t1-0,proof_byte,12818,xor01_from3d,VERIFY_REJECTED
t1-0,proof_byte,12819,xor01_fromec,VERIFY_REJECTED
t1-0,proof_byte,12820,xor01_frome5,VERIFY_REJECTED
t1-0,proof_byte,12821,xor01_from77,VERIFY_REJECTED
t1-0,proof_byte,12822,xor01_from31,VERIFY_REJECTED
t1-0,proof_byte,12823,xor01_from47,VERIFY_REJECTED
t1-0,proof_byte,12824,xor01_fromfc,VERIFY_REJECTED
t1-0,proof_byte,12825,xor01_from67,VERIFY_REJECTED
t1-0,proof_byte,12826,xor01_fromd0,VERIFY_REJECTED
t1-0,proof_byte,12827,xor01_from78,VERIFY_REJECTED
t1-0,proof_byte,12828,xor01_from36,VERIFY_REJECTED
t1-0,proof_byte,12829,xor01_fromb5,VERIFY_REJECTED
t1-0,proof_byte,12830,xor01_from97,VERIFY_REJECTED
t1-0,proof_byte,12831,xor01_fromda,VERIFY_REJECTED
t1-0,proof_byte,12832,xor01_from6f,VERIFY_REJECTED
t1-0,proof_byte,12833,xor01_froma6,VERIFY_REJECTED
t1-0,proof_byte,12834,xor01_fromb7,VERIFY_REJECTED
t1-0,proof_byte,12835,xor01_from73,VERIFY_REJECTED
t1-0,proof_byte,12836,xor01_fromd3,VERIFY_REJECTED
t1-0,proof_byte,12837,xor01_from9c,VERIFY_REJECTED
t1-0,proof_byte,12838,xor01_from8a,VERIFY_REJECTED
t1-0,proof_byte,12839,xor01_from3a,VERIFY_REJECTED
t1-0,proof_byte,12840,xor01_from9f,VERIFY_REJECTED
t1-0,proof_byte,12841,xor01_from8b,VERIFY_REJECTED
t1-0,proof_byte,12842,xor01_from77,VERIFY_REJECTED
t1-0,proof_byte,12843,xor01_from4a,VERIFY_REJECTED
t1-0,proof_byte,12844,xor01_from29,VERIFY_REJECTED
t1-0,proof_byte,12845,xor01_fromcf,VERIFY_REJECTED
t1-0,proof_byte,12846,xor01_from25,VERIFY_REJECTED
t1-0,proof_byte,12847,xor01_from11,DESERIALIZE_PANIC
t1-0,proof_byte,12848,xor01_from00,DESERIALIZE_REJECTED
t1-0,proof_byte,12849,xor01_from00,DESERIALIZE_REJECTED
t1-0,proof_byte,12850,xor01_from00,DESERIALIZE_REJECTED
t1-0,proof_byte,12851,xor01_from00,DESERIALIZE_REJECTED
t1-0,proof_byte,12852,xor01_from00,DESERIALIZE_REJECTED
